Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,evo_history,evd_history,ppl_history,pkl_history,team_history
2015-2016,John-Michael Liles,CAR,D,102.0,74.0,83.0,3.0,125.0,52.0,124.0,95.0,107.0,82.0,22.0,149.0,,85.0,Second Pair,81,1644.6,6,15,21,5.43,46.74,51.55,34,1980-11-25,USA,USA,70,185,2000,5,159,8468639.0,"[32, 52, 60, 38, 59]","[33, 22, 94, 77, 52]","[69, 14, 18, 79, 16]","[None, None, None, None, 98]","['TOR', 'TOR', 'TOR', 'CAR', 'CAR']"
2015-2016,Johnny Boychuk,NYI,D,12.0,47.0,40.0,34.0,29.0,103.0,4.0,20.0,30.0,131.0,35.0,52.0,,25.0,Second Pair,70,1495.6833333333,9,16,25,6.3,57.83,46.53,31,1984-01-19,CAN,CAN,74,227,2002,2,61,8470187.0,"[97, 70, 95, 98, 90]","[83, 83, 91, 85, 65]","[None, None, None, 81, 61]","[72, 77, 68, 28, 92]","['BOS', 'BOS', 'BOS', 'NYI', 'NYI']"
2015-2016,Johnny Oduya,DAL,D,123.0,33.0,,79.0,115.0,87.0,187.0,145.0,97.0,94.0,29.0,177.0,,123.0,Second Pair,82,1670.95,4,17,21,2.74,46.94,50.56,33,1981-10-01,SWE,SWE,72,191,2001,7,221,8469665.0,"[46, 31, 23, 29, 57]","[67, 94, 51, 67, 89]","[1, None, None, None, None]","[92, 97, 44, 64, 49]","['WPG', 'CHI', 'CHI', 'CHI', 'DAL']"
2015-2016,Jon Merrill,NJD,D,218.0,90.0,,42.0,220.0,92.0,219.0,204.0,179.0,33.0,176.0,148.0,,214.0,Third Pair,47,794.13333333333,1,4,5,1.17,37.50,48.16,23,1992-02-03,USA,USA,75,204,2010,2,38,8475750.0,"[None, None, 21, 3, 10]","[None, None, 71, 52, 54]","[None, None, 4, 58, None]","[None, None, None, 86, 62]","[None, None, 'NJD', 'NJD', 'NJD']"
2015-2016,Jonas Brodin,MIN,D,217.0,5.0,,101.0,219.0,13.0,203.0,165.0,203.0,205.0,44.0,221.0,,148.0,Second Pair,68,1388.5166666667,2,5,7,2.21,46.15,46.08,22,1993-07-12,SWE,SWE,74,196,2011,1,10,8476463.0,"[None, 16, 2, 26, 7]","[None, 94, 92, 99, 95]","[None, 24, 20, 8, None]","[None, 31, 21, 83, 37]","[None, 'MIN', 'MIN', 'MIN', 'MIN']"
2015-2016,Jonathan Ericsson,DET,D,101.0,228.0,,160.0,146.0,98.0,153.0,107.0,69.0,84.0,165.0,83.0,,207.0,Second Pair,71,1315.95,3,12,15,3.03,51.90,47.93,31,1984-03-02,SWE,SWE,76,218,2002,9,291,8470318.0,"[54, 54, 42, 38, 64]","[5, 23, 9, 3, 1]","[None, None, None, None, None]","[73, 25, 46, 3, 30]","['DET', 'DET', 'DET', 'DET', 'DET']"
2015-2016,Jordan Oesterle,EDM,D,49.0,187.0,107.0,54.0,63.0,190.0,118.0,212.0,21.0,225.0,62.0,191.0,,93.0,Second Pair,17,367.4,0,5,5,1.34,52.17,48.04,23,1992-06-25,USA,USA,72,187,-,-,-,8477851.0,"[None, None, None, None, 75]","[None, None, None, None, 23]","[None, None, None, None, 8]","[None, None, None, None, 66]","[None, None, None, None, 'EDM']"
2015-2016,Jordie Benn,DAL,D,61.0,153.0,,65.0,18.0,164.0,132.0,127.0,48.0,51.0,129.0,85.0,,147.0,Third Pair,64,1001.7833333333,3,9,12,2.3,50.00,49.48,28,1987-07-26,CAN,CAN,74,201,-,-,-,8474818.0,"[None, 83, 49, 69, 75]","[None, 9, 74, 47, 23]","[None, 33, None, None, None]","[None, 40, 49, 38, 75]","[None, 'DAL', 'DAL', 'DAL', 'DAL']"
2015-2016,Josh Gorges,BUF,D,226.0,18.0,,84.0,229.0,185.0,220.0,205.0,208.0,228.0,196.0,76.0,,107.0,Second Pair,77,1575.8166666667,2,10,12,2.21,42.53,45.50,31,1984-08-14,CAN,CAN,73,204,-,-,-,8470324.0,"[37, 38, 28, 0, 7]","[99, 99, 92, 71, 95]","[None, None, None, 0, None]","[98, 73, 97, 30, 51]","['MTL', 'MTL', 'MTL', 'BUF', 'BUF']"
2015-2016,Josh Manson,ANA,D,134.0,154.0,,77.0,80.0,7.0,145.0,99.0,175.0,147.0,194.0,38.0,,184.0,Second Pair,71,1333.55,5,10,15,6.24,54.79,56.89,23,1991-10-07,USA,CAN,75,218,2011,6,160,8476312.0,"[None, None, None, 19, 53]","[None, None, None, 23, 37]","[None, None, None, None, None]","[None, None, None, 17, 75]","[None, None, None, 'ANA', 'ANA']"
2015-2016,Justin Braun,SJS,D,57.0,10.0,,120.0,44.0,18.0,74.0,171.0,35.0,172.0,125.0,153.0,,78.0,Second Pair,80,1644.75,4,19,23,5.51,52.43,58.50,28,1987-02-10,USA,USA,74,205,2007,7,201,8474027.0,"[62, 30, 67, 62, 78]","[61, 47, 95, 62, 98]","[81, 20, 9, None, None]","[50, 37, 77, 43, 34]","['SJS', 'SJS', 'SJS', 'SJS', 'SJS']"
2015-2016,Justin Falk,CBJ,D,29.0,127.0,,9.0,15.0,223.0,183.0,227.0,12.0,226.0,26.0,62.0,,182.0,Third Pair,24,341.41666666667,0,4,4,0.53,51.72,51.56,26,1988-10-11,CAN,CAN,77,223,2007,4,110,8473992.0,"[11, 35, None, None, 87]","[13, 80, None, None, 44]","[None, None, None, None, None]","[85, 90, None, None, 93]","['MIN', 'MIN', None, None, 'CBJ']"
2015-2016,Justin Faulk,CAR,D,25.0,118.0,30.0,127.0,47.0,222.0,17.0,51.0,33.0,130.0,57.0,105.0,,15.0,First Pair,64,1538.85,16,21,37,10.79,41.94,49.26,23,1992-03-20,USA,USA,72,214,2010,2,37,8475753.0,"[15, 53, 76, 97, 79]","[70, 19, 19, 73, 41]","[63, 33, 37, 93, 65]","[38, 12, 13, 60, 31]","['CAR', 'CAR', 'CAR', 'CAR', 'CAR']"
2015-2016,Justin Schultz,EDM,D,103.0,205.0,54.0,178.0,72.0,210.0,157.0,62.0,129.0,103.0,24.0,209.0,,88.0,Second Pair,63,1160.7,4,14,18,5.49,46.84,49.89,25,1990-07-06,CAN,CAN,74,190,2008,2,43,8474602.0,"[None, 49, 68, 68, 43]","[None, 0, 0, 2, 32]","[None, 42, 35, 53, 54]","[None, None, 66, None, 0]","[None, 'EDM', 'EDM', 'EDM', 'PIT']"
2015-2016,Justin Schultz,PIT,D,103.0,205.0,54.0,178.0,72.0,210.0,157.0,62.0,129.0,103.0,24.0,209.0,,88.0,Second Pair,63,1160.7,4,14,18,5.49,46.84,49.89,25,1990-07-06,CAN,CAN,74,190,2008,2,43,8474602.0,"[None, 49, 68, 68, 43]","[None, 0, 0, 2, 32]","[None, 42, 35, 53, 54]","[None, None, 66, None, 0]","[None, 'EDM', 'EDM', 'EDM', 'PIT']"
2015-2016,Jyrki Jokipakka,CGY,D,59.0,186.0,,95.0,35.0,154.0,185.0,156.0,28.0,70.0,77.0,122.0,,192.0,Third Pair,58,902.41666666667,2,10,12,1.54,53.03,48.23,24,1991-08-20,FIN,FIN,75,215,2011,7,195,8476279.0,"[None, None, None, 56, 76]","[None, None, None, 9, 29]","[None, None, None, None, None]","[None, None, None, 13, 73]","[None, None, None, 'DAL', 'DAL']"
2015-2016,Jyrki Jokipakka,DAL,D,59.0,186.0,,95.0,35.0,154.0,185.0,156.0,28.0,70.0,77.0,122.0,,192.0,Third Pair,58,902.41666666667,2,10,12,1.54,53.03,48.23,24,1991-08-20,FIN,FIN,75,215,2011,7,195,8476279.0,"[None, None, None, 56, 76]","[None, None, None, 9, 29]","[None, None, None, None, None]","[None, None, None, 13, 73]","[None, None, None, 'DAL', 'DAL']"
2015-2016,Karl Alzner,WSH,D,166.0,3.0,,17.0,150.0,32.0,191.0,116.0,133.0,195.0,107.0,111.0,,80.0,Second Pair,82,1752.75,4,17,21,3.7,54.55,51.93,26,1988-09-24,CAN,CAN,75,213,2007,1,5,8473991.0,"[18, 15, 20, 35, 35]","[54, 34, 82, 97, 99]","[None, None, None, None, None]","[15, 54, 35, 93, 92]","['WSH', 'WSH', 'WSH', 'WSH', 'WSH']"
2015-2016,Keith Yandle,NYR,D,32.0,217.0,9.0,,82.0,178.0,27.0,111.0,20.0,1.0,119.0,213.0,,29.0,Second Pair,82,1636.8833333333,5,42,47,8.2,56.04,47.77,28,1986-09-09,USA,USA,73,192,2005,4,105,8471735.0,"[98, 97, 87, 75, 85]","[5, 30, 22, 6, 8]","[14, 71, 96, 76, 89]","[None, None, None, None, None]","['PHX', 'PHX', 'PHX', 'NYR', 'NYR']"
2015-2016,Kevan Miller,BOS,D,106.0,34.0,,20.0,85.0,31.0,166.0,60.0,115.0,120.0,114.0,26.0,,131.0,Second Pair,71,1353.1666666667,5,13,18,2.47,54.35,51.55,27,1987-11-15,USA,USA,74,210,-,-,-,8476191.0,"[None, None, 18, 36, 71]","[None, None, 99, 88, 68]","[None, None, None, None, None]","[None, None, 99, 78, 83]","[None, None, 'BOS', 'BOS', 'BOS']"
2015-2016,Kevin Bieksa,ANA,D,90.0,196.0,80.0,126.0,96.0,197.0,40.0,125.0,108.0,124.0,197.0,37.0,,86.0,Second Pair,71,1491.7666666667,4,11,15,5.71,43.21,51.23,34,1981-06-16,CAN,CAN,73,197,2001,5,151,8469598.0,"[94, 77, 79, 83, 41]","[15, 35, 34, 0, 34]","[32, 20, 38, 1, 59]","[47, 34, 95, 81, 13]","['VAN', 'VAN', 'VAN', 'VAN', 'ANA']"
2015-2016,Kevin Connauton,ARI,D,74.0,175.0,104.0,,74.0,202.0,30.0,25.0,160.0,115.0,145.0,64.0,,112.0,Third Pair,65,1087.9666666667,5,12,17,3.59,57.58,47.07,25,1990-02-23,CAN,CAN,74,205,2009,3,83,8475246.0,"[None, None, 30, 84, 63]","[None, None, 3, 1, 77]","[None, None, None, 56, 4]","[None, None, None, None, None]","[None, None, 'DAL', 'DAL', 'CBJ']"
2015-2016,Kevin Connauton,CBJ,D,74.0,175.0,104.0,,74.0,202.0,30.0,25.0,160.0,115.0,145.0,64.0,,112.0,Third Pair,65,1087.9666666667,5,12,17,3.59,57.58,47.07,25,1990-02-23,CAN,CAN,74,205,2009,3,83,8475246.0,"[None, None, 30, 84, 63]","[None, None, 3, 1, 77]","[None, None, None, 56, 4]","[None, None, None, None, None]","[None, None, 'DAL', 'DAL', 'CBJ']"
2015-2016,Kevin Klein,NYR,D,86.0,95.0,,41.0,64.0,142.0,168.0,13.0,156.0,207.0,32.0,58.0,,66.0,Second Pair,69,1406.5333333333,9,17,26,4.82,58.14,48.82,30,1984-12-13,CAN,CAN,73,206,2003,2,37,8470630.0,"[76, 85, 16, 84, 54]","[68, 81, 81, 20, 77]","[None, None, None, None, None]","[45, 41, 57, 89, 63]","['NSH', 'NSH', 'NYR', 'NYR', 'NYR']"
2015-2016,Kevin Shattenkirk,STL,D,39.0,12.0,2.0,49.0,111.0,46.0,12.0,36.0,96.0,27.0,86.0,143.0,,11.0,First Pair,72,1614.4,14,30,44,10.51,45.78,49.92,26,1989-01-29,USA,USA,72,212,2007,1,14,8474031.0,"[94, 75, 64, 95, 65]","[95, 92, 97, 92, 93]","[88, 73, 68, 97, 99]","[65, 65, None, 77, 61]","['STL', 'STL', 'STL', 'STL', 'STL']"
2015-2016,Klas Dahlbeck,ARI,D,202.0,68.0,,115.0,225.0,204.0,117.0,108.0,189.0,135.0,205.0,20.0,,188.0,Third Pair,71,1117.0333333333,2,6,8,2.05,42.11,42.51,24,1991-07-06,SWE,SWE,75,207,2011,3,79,8476403.0,"[None, None, None, 46, 9]","[None, None, None, 73, 66]","[None, None, None, None, None]","[None, None, None, 15, 49]","[None, None, None, 'CHI', 'ARI']"
2015-2016,Korbinian Holzer,ANA,D,69.0,169.0,,39.0,71.0,200.0,190.0,226.0,22.0,198.0,108.0,31.0,,217.0,Third Pair,29,427.86666666667,0,3,3,0.73,45.16,50.70,27,1988-02-16,DEU,DEU,75,213,2006,4,111,8473560.0,"[None, 35, None, 82, 60]","[None, 10, None, 10, 41]","[None, None, None, None, None]","[None, 60, None, 10, 94]","[None, 'TOR', None, 'TOR', 'ANA']"
2015-2016,Kris Letang,PIT,D,18.0,65.0,18.0,155.0,36.0,72.0,9.0,14.0,64.0,52.0,143.0,101.0,,3.0,First Pair,71,1913.1,16,51,67,13.56,50.98,55.40,28,1987-04-24,CAN,CAN,72,201,2005,3,62,8471724.0,"[99, 100, 46, 94, 92]","[65, 57, 17, 81, 76]","[91, 87, 94, 92, 72]","[99, 30, 14, 15, 20]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2015-2016,Kris Russell,CGY,D,150.0,9.0,65.0,19.0,37.0,221.0,172.0,179.0,147.0,45.0,28.0,201.0,,23.0,First Pair,62,1430.7,4,15,19,4.82,47.71,46.61,28,1987-05-02,CAN,CAN,70,170,2005,3,67,8471729.0,"[63, 44, 46, 42, 37]","[97, 99, 97, 100, 91]","[2, None, 40, 45, 44]","[None, None, 83, 99, 74]","['STL', 'STL', 'CGY', 'CGY', 'DAL']"
2015-2016,Kris Russell,DAL,D,150.0,9.0,65.0,19.0,37.0,221.0,172.0,179.0,147.0,45.0,28.0,201.0,,23.0,First Pair,62,1430.7,4,15,19,4.82,47.71,46.61,28,1987-05-02,CAN,CAN,70,170,2005,3,67,8471729.0,"[63, 44, 46, 42, 37]","[97, 99, 97, 100, 91]","[2, None, 40, 45, 44]","[None, None, 83, 99, 74]","['STL', 'STL', 'CGY', 'CGY', 'DAL']"
2015-2016,Kyle Quincey,DET,D,159.0,172.0,,30.0,114.0,97.0,91.0,130.0,173.0,98.0,201.0,137.0,,126.0,Second Pair,47,928.88333333333,4,7,11,4.07,47.37,49.30,30,1985-08-12,CAN,CAN,74,210,2003,4,132,8470724.0,"[64, 20, 26, 74, 23]","[48, 60, 80, 81, 10]","[49, 57, None, None, None]","[54, 33, 55, 75, 81]","['DET', 'DET', 'DET', 'DET', 'DET']"
2015-2016,Luca Sbisa,VAN,D,192.0,139.0,,61.0,144.0,209.0,177.0,158.0,187.0,87.0,106.0,39.0,,165.0,Third Pair,41,712.38333333333,2,6,8,1.11,55.00,41.33,25,1990-01-30,ITA,CHE,74,206,2008,1,19,8474579.0,"[65, 45, 30, 28, 18]","[27, 42, 53, 6, 66]","[None, None, None, None, None]","[55, 63, 71, 72, 57]","['ANA', 'ANA', 'ANA', 'VAN', 'VAN']"
2015-2016,Luke Schenn,PHI,D,77.0,208.0,,86.0,65.0,160.0,108.0,87.0,82.0,68.0,138.0,4.0,,128.0,Third Pair,72,1265.1333333333,4,12,16,2.18,50.00,49.31,25,1989-11-02,CAN,CAN,74,225,2008,1,5,8474568.0,"[79, 48, 66, 74, 58]","[4, 48, 28, 12, 10]","[None, None, None, None, None]","[30, 78, 98, 18, 60]","['TOR', 'PHI', 'PHI', 'PHI', 'PHI']"
2015-2016,Luke Schenn,LAK,D,77.0,208.0,,86.0,65.0,160.0,108.0,87.0,82.0,68.0,138.0,4.0,,128.0,Third Pair,72,1265.1333333333,4,12,16,2.18,50.00,49.31,25,1989-11-02,CAN,CAN,74,225,2008,1,5,8474568.0,"[79, 48, 66, 74, 58]","[4, 48, 28, 12, 10]","[None, None, None, None, None]","[30, 78, 98, 18, 60]","['TOR', 'PHI', 'PHI', 'PHI', 'PHI']"
2015-2016,Marc Methot,OTT,D,172.0,179.0,,170.0,46.0,123.0,178.0,113.0,200.0,134.0,180.0,77.0,,139.0,Second Pair,69,1425.4166666667,5,7,12,1.99,50.98,45.50,30,1985-06-21,CAN,CAN,76,230,2003,6,168,8470760.0,"[9, 48, 62, 47, 21]","[47, 56, 36, 80, 9]","[None, None, None, None, None]","[9, 52, 36, 2, 6]","['CBJ', 'OTT', 'OTT', 'OTT', 'OTT']"
2015-2016,Marc Staal,NYR,D,168.0,156.0,,28.0,132.0,175.0,180.0,119.0,148.0,217.0,164.0,162.0,,141.0,Second Pair,77,1515.3,2,13,15,4.12,49.43,45.62,28,1987-01-13,CAN,CAN,76,208,2005,1,12,8471686.0,"[10, 83, 52, 45, 26]","[56, 30, 56, 61, 22]","[None, 98, None, None, None]","[51, 51, 90, 84, 74]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2015-2016,Marc-Edouard Vlasic,SJS,D,35.0,26.0,57.0,130.0,14.0,19.0,110.0,32.0,70.0,179.0,33.0,190.0,,39.0,First Pair,67,1549.7,8,31,39,7.09,56.00,58.42,28,1987-03-30,CAN,CAN,73,205,2005,2,35,8471709.0,"[66, 52, 94, 53, 88]","[93, 54, 93, 54, 93]","[None, None, None, 7, 63]","[11, 84, 93, 16, 35]","['SJS', 'SJS', 'SJS', 'SJS', 'SJS']"
2015-2016,Marco Scandella,MIN,D,65.0,37.0,,110.0,167.0,30.0,41.0,50.0,58.0,208.0,89.0,155.0,,75.0,Second Pair,73,1511.1,5,16,21,5.59,56.10,48.19,25,1990-02-23,CAN,CAN,75,212,2008,2,55,8474618.0,"[2, None, 45, 80, 69]","[46, None, 90, 87, 76]","[30, None, None, None, None]","[88, None, 66, 98, 15]","['MIN', None, 'MIN', 'MIN', 'MIN']"
2015-2016,Marek Zidlicky,NYI,D,100.0,72.0,69.0,,119.0,53.0,202.0,81.0,91.0,26.0,167.0,140.0,,100.0,Third Pair,53,825.91666666667,4,12,16,3.22,60.00,50.44,38,1977-02-03,CZE,CZE,71,190,2001,6,176,8469623.0,"[67, 52, 53, 25, 72]","[22, 40, 57, 72, 63]","[33, 54, 43, 64, 30]","[None, None, None, None, None]","['MIN', 'NJD', 'NJD', 'NJD', 'NYI']"
2015-2016,Mark Barberio,MTL,D,63.0,166.0,,,38.0,54.0,79.0,65.0,90.0,64.0,122.0,198.0,,183.0,Third Pair,30,449.93333333333,2,8,10,2.01,55.88,59.33,25,1990-03-23,CAN,CAN,73,200,2008,6,152,8474717.0,"[None, None, 58, 31, 89]","[None, None, 35, 50, 20]","[None, None, None, None, None]","[None, None, None, 96, None]","[None, None, 'TBL', 'TBL', 'MTL']"
2015-2016,Mark Borowiecki,OTT,D,223.0,150.0,,117.0,200.0,176.0,224.0,220.0,206.0,222.0,161.0,1.0,,220.0,Third Pair,63,921.5,1,1,2,2.02,39.13,44.15,26,1989-07-12,CAN,CAN,74,204,2008,5,139,8474697.0,"[None, None, None, 37, 1]","[None, None, None, 83, 23]","[None, None, None, None, None]","[None, None, None, 87, 22]","[None, None, None, 'OTT', 'OTT']"
2015-2016,Mark Fayne,EDM,D,210.0,134.0,,165.0,185.0,193.0,149.0,141.0,215.0,227.0,152.0,150.0,,179.0,Third Pair,69,1153.4666666667,2,5,7,2.08,44.44,47.07,28,1987-05-15,USA,USA,75,209,2005,5,155,8471816.0,"[19, 41, 25, 6, 15]","[67, 98, 76, 31, 38]","[3, None, None, None, None]","[81, 81, 75, 21, 2]","['NJD', 'NJD', 'NJD', 'EDM', 'EDM']"
2015-2016,Mark Giordano,CGY,D,13.0,36.0,35.0,159.0,107.0,147.0,20.0,9.0,15.0,204.0,59.0,179.0,,4.0,First Pair,82,2033.0166666667,21,35,56,11.92,47.29,49.43,31,1983-10-03,CAN,CAN,72,205,-,-,-,8470966.0,"[87, 72, 94, 80, 96]","[49, 56, 72, 89, 81]","[35, 28, 83, 75, 66]","[80, 84, 92, 25, 7]","['CGY', 'CGY', 'CGY', 'CGY', 'CGY']"
2015-2016,Mark Pysyk,BUF,D,178.0,115.0,,,138.0,75.0,169.0,195.0,134.0,116.0,210.0,175.0,,205.0,Third Pair,55,874.66666666667,1,10,11,2.04,50.00,53.00,23,1992-01-11,CAN,CAN,73,198,2010,1,23,8475796.0,"[None, 46, 4, None, 43]","[None, 2, 22, None, 54]","[None, 31, 7, None, None]","[None, None, 29, None, None]","[None, 'BUF', 'BUF', None, 'BUF']"
2015-2016,Mark Streit,PHI,D,108.0,123.0,50.0,177.0,137.0,115.0,159.0,49.0,123.0,163.0,40.0,207.0,,47.0,Second Pair,62,1356.2166666667,6,17,23,6.74,54.69,48.32,37,1977-12-11,CHE,CHE,71,186,2004,9,262,8468309.0,"[82, 59, 79, 54, 45]","[39, 21, 39, 35, 47]","[99, 85, 76, 98, 28]","[None, 37, None, None, 3]","['NYI', 'NYI', 'PHI', 'PHI', 'PHI']"
2015-2016,Mark Stuart,WPG,D,209.0,144.0,,162.0,170.0,105.0,193.0,208.0,198.0,88.0,217.0,15.0,,164.0,Third Pair,64,1046.4,1,2,3,2.35,41.07,48.33,31,1984-04-27,USA,USA,74,215,2003,1,21,8470614.0,"[35, 39, 57, 51, 3]","[58, 89, 50, 32, 37]","[None, None, None, None, None]","[7, 49, 38, 29, 4]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2015-2016,Martin Marincin,TOR,D,187.0,197.0,,75.0,169.0,119.0,150.0,192.0,153.0,160.0,178.0,204.0,,215.0,Third Pair,65,1090.0,1,6,7,1.63,43.75,49.81,23,1992-02-18,SVK,SVK,77,217,2010,2,46,8475716.0,"[None, None, 13, 25, 28]","[None, None, 5, 11, 21]","[None, None, None, None, None]","[None, None, 58, 33, 67]","[None, None, 'EDM', 'EDM', 'TOR']"
2015-2016,Mathew Dumba,MIN,D,73.0,185.0,11.0,,66.0,82.0,59.0,38.0,120.0,12.0,23.0,114.0,,91.0,Third Pair,81,1364.0833333333,10,16,26,9.9,54.44,47.80,21,1994-07-25,CAN,CAN,72,181,2012,1,7,8476856.0,"[None, None, None, 72, 66]","[None, None, None, 44, 14]","[None, None, None, 54, 91]","[None, None, None, None, None]","[None, None, None, 'MIN', 'MIN']"
2015-2016,Matt Bartkowski,VAN,D,152.0,229.0,,129.0,206.0,208.0,104.0,115.0,135.0,108.0,184.0,53.0,,208.0,Second Pair,80,1489.5333333333,6,12,18,4.23,40.40,40.13,27,1988-06-04,USA,USA,73,201,2008,7,190,8474749.0,"[None, None, 91, 54, 23]","[None, None, 31, 4, 1]","[None, None, None, None, None]","[None, None, 84, 41, 25]","[None, None, 'BOS', 'BOS', 'VAN']"
2015-2016,Matt Carle,TBL,D,171.0,78.0,,55.0,131.0,63.0,164.0,114.0,166.0,173.0,188.0,218.0,,133.0,Third Pair,64,1073.9,2,7,9,1.95,51.56,46.98,30,1984-09-25,USA,USA,72,197,2003,2,47,8470640.0,"[88, 56, 47, 75, 15]","[54, 52, 47, 55, 67]","[59, 44, 35, None, None]","[93, 85, 85, 59, 63]","['PHI', 'TBL', 'TBL', 'TBL', 'TBL']"
2015-2016,Matt Hunwick,TOR,D,136.0,200.0,,85.0,116.0,211.0,95.0,109.0,159.0,159.0,175.0,96.0,,142.0,First Pair,60,1353.8166666667,2,8,10,3.48,38.16,47.79,30,1985-05-21,USA,USA,71,194,2004,7,224,8471436.0,"[39, 37, None, 81, 27]","[31, 87, None, 15, 13]","[0, 4, None, None, None]","[97, 7, None, None, 51]","['COL', 'COL', None, 'NYR', 'TOR']"
2015-2016,Matt Niskanen,WSH,D,121.0,69.0,20.0,109.0,104.0,14.0,63.0,149.0,136.0,197.0,160.0,79.0,,52.0,First Pair,82,2022.25,5,27,32,7.31,56.52,53.10,28,1986-12-06,USA,USA,73,203,2005,1,28,8471702.0,"[64, 74, 72, 65, 33]","[53, 67, 60, 39, 81]","[52, 27, 83, 96, 58]","[None, 68, None, 61, 38]","['PIT', 'PIT', 'PIT', 'WSH', 'WSH']"
2015-2016,Matt Tennyson,SJS,D,104.0,226.0,105.0,,149.0,179.0,84.0,193.0,99.0,39.0,153.0,89.0,,206.0,Fringe,29,304.8,1,3,4,1.15,50.00,50.12,25,1990-04-23,USA,USA,74,205,-,-,-,8476807.0,"[None, None, None, 48, 55]","[None, None, None, 44, 0]","[None, None, None, 3, 19]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2015-2016,Mattias Ekholm,NSH,D,55.0,42.0,71.0,14.0,31.0,5.0,139.0,71.0,56.0,106.0,134.0,185.0,,94.0,Second Pair,82,1659.8166666667,8,27,35,6.97,55.24,55.93,25,1990-05-24,SWE,SWE,76,215,2009,4,102,8475218.0,"[None, None, 34, 57, 86]","[None, None, 41, 89, 80]","[None, None, None, None, 37]","[None, None, 53, 92, 90]","[None, None, 'NSH', 'NSH', 'NSH']"
2015-2016,Michael Del Zotto,PHI,D,97.0,77.0,98.0,62.0,183.0,139.0,47.0,59.0,109.0,151.0,67.0,45.0,,53.0,First Pair,52,1217.4666666667,4,9,13,4.21,39.29,49.88,25,1990-06-24,CAN,CAN,72,195,2008,1,20,8474584.0,"[84, 96, 65, 91, 32]","[51, 43, 33, 61, 70]","[31, 37, 91, 40, 6]","[75, 30, None, 67, 61]","['NYR', 'NYR', 'NYR', 'PHI', 'PHI']"
2015-2016,Michael Stone,ARI,D,75.0,19.0,37.0,118.0,197.0,182.0,23.0,57.0,55.0,145.0,211.0,50.0,,35.0,First Pair,75,1684.9833333333,6,30,36,7.3,47.67,46.02,25,1990-06-07,CAN,CAN,75,210,2008,3,69,8474628.0,"[None, 61, 72, 40, 82]","[None, 97, 88, 93, 87]","[None, 47, 90, 97, 39]","[None, 34, 26, 9, 65]","[None, 'PHX', 'PHX', 'ARI', 'ARI']"
2015-2016,Michal Jordan,CAR,D,221.0,87.0,,,188.0,133.0,119.0,169.0,226.0,47.0,56.0,163.0,,213.0,Third Pair,36,545.9,1,0,1,1.35,41.46,47.90,25,1990-07-17,CZE,CZE,73,195,2008,4,105,8474661.0,"[None, None, None, 4, 7]","[None, None, None, 80, 51]","[None, None, None, 38, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'CAR']"
2015-2016,Michal Rozsival,CHI,D,93.0,136.0,,,42.0,143.0,201.0,215.0,53.0,32.0,140.0,63.0,,169.0,Third Pair,51,824.18333333333,1,12,13,1.54,52.63,47.02,36,1978-09-03,CZE,CZE,73,210,1996,4,105,8465058.0,"[66, 77, 60, 39, 64]","[83, 83, 63, 51, 33]","[None, 0, None, None, None]","[86, None, 37, None, None]","['PHX', 'CHI', 'CHI', 'CHI', 'CHI']"
2015-2016,Mike Green,DET,D,67.0,129.0,15.0,,106.0,61.0,45.0,52.0,98.0,3.0,130.0,107.0,,44.0,Second Pair,74,1462.8666666667,7,28,35,6.98,48.24,52.83,29,1985-10-12,CAN,CAN,73,210,2004,1,29,8471242.0,"[68, 76, 83, 95, 47]","[26, 55, 25, 52, 40]","[28, 96, 98, 94, 69]","[20, 35, None, None, None]","['WSH', 'WSH', 'WSH', 'WSH', 'DET']"
2015-2016,Mike Reilly,MIN,D,84.0,214.0,101.0,,186.0,216.0,176.0,73.0,60.0,6.0,149.0,230.0,,191.0,Fringe,29,350.4,1,6,7,1.38,40.91,46.05,22,1993-07-13,USA,USA,73,196,2011,4,98,8476422.0,"[None, None, None, None, 59]","[None, None, None, None, 12]","[None, None, None, None, 19]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2015-2016,Mike Weber,BUF,D,212.0,57.0,,104.0,228.0,114.0,173.0,189.0,170.0,187.0,226.0,11.0,,167.0,Third Pair,45,696.61666666667,1,4,5,1.26,50.00,50.70,27,1987-12-16,USA,USA,74,188,2006,2,57,8473426.0,"[3, 8, 1, 1, 29]","[28, 45, 44, 66, 79]","[None, None, None, None, None]","[91, 33, 47, 62, 39]","['BUF', 'BUF', 'BUF', 'BUF', 'WSH']"
