Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2017-2018,Jake Dotchin,TBL,D,60.9,35.0,62.6,,,62.1,35.8,15.6,72.4,77.4,80.2,85.2,97.5,93.0,69.5,96,159,92,,,93,157,206,68,46,49,37,7,18,75,243,105,172,Third Pair,48.0,791.2666666666667,3.0,8.0,11.0,1.7809432016913471,59.67741935483871,53.95080399310716,8477009,D,75.0,210.0,1994-03-24,CAN,2012.0,6.0,161.0,R,23,"[None, None, None, 52, 69]","[None, None, None, 35, 36]","[None, None, None, 49, 69]","[None, None, None, 'TBL', 'TBL']"
2017-2018,Jake Gardiner,TOR,D,85.2,90.1,67.5,88.6,,46.1,49.0,52.3,93.4,20.6,27.2,66.3,90.1,47.3,46.9,37,25,80,13.0,,132,125,117,17,166,178,82,25,129,130,243,105,172,First Pair,82.0,1847.0666666666664,5.0,47.0,52.0,7.682264203868805,56.00000000000001,50.813284389892786,8474581,D,74.0,203.0,1990-07-04,USA,2008.0,1.0,17.0,L,27,"[71, 78, 67, 86, 83]","[39, 44, 76, 97, 80]","[16, 87, 63, 63, 70]","['TOR', 'TOR', 'TOR', 'TOR', 'TOR']"
2017-2018,Jake McCabe,BUF,D,46.9,14.8,61.7,,34.3,37.9,24.3,7.0,60.1,85.6,64.2,57.2,28.8,23.0,56.4,130,208,94,,114.0,152,185,227,98,30,88,104,174,188,107,243,105,172,Second Pair,53.0,1033.55,3.0,9.0,12.0,1.6402579990968584,42.64705882352941,45.84428372124715,8476931,D,73.0,210.0,1993-10-12,USA,2012.0,2.0,44.0,L,23,"[None, None, 76, 34, 47]","[None, None, 53, 14, 14]","[None, None, 75, 37, 68]","[None, None, 'BUF', 'BUF', 'BUF']"
2017-2018,Jake Muzzin,LAK,D,93.8,95.5,80.7,95.2,93.6,54.3,57.6,63.0,55.6,3.7,81.9,73.7,19.3,78.6,55.6,16,12,48,6.0,12.0,112,104,91,109,206,45,65,197,53,109,243,105,172,Second Pair,74.0,1602.1833333333334,8.0,34.0,42.0,7.269997957740695,55.81395348837209,51.48709052401416,8474162,D,75.0,227.0,1989-02-21,CAN,2007.0,5.0,141.0,L,28,"[88, 97, 97, 92, 87]","[82, 74, 97, 91, 95]","[94, 97, 92, 86, 67]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2017-2018,Jakob Chychrun,ARI,D,16.0,35.8,21.4,12.4,,25.9,64.6,90.1,46.9,35.4,68.7,76.1,60.5,1.6,28.4,205,157,192,93.0,,181,87,25,130,132,77,59,97,240,175,243,105,172,Second Pair,50.0,1012.5,4.0,10.0,14.0,5.820599249270726,53.2258064516129,47.63445562904295,8479345,D,74.0,215.0,1998-03-31,USA,2016.0,1.0,16.0,L,19,"[None, None, None, 15, 24]","[None, None, None, 27, 48]","[None, None, None, 26, 21]","[None, None, None, 'ARI', 'ARI']"
2017-2018,Jakub Jerabek,WSH,D,72.8,64.6,57.2,,,64.2,70.0,25.1,70.8,82.9,60.5,70.2,29.6,11.1,12.8,67,87,105,,,88,74,183,72,35,97,73,172,217,213,243,105,172,Third Pair,36.0,587.55,2.0,6.0,8.0,1.7075800530203633,45.23809523809524,52.43570215978767,8480143,D,71.0,199.0,1991-05-12,CZE,,,,L,26,"[None, None, None, None, 72]","[None, None, None, None, 63]","[None, None, None, None, 57]","[None, None, None, None, 'WSH']"
2017-2018,Jamie Oleksiak,PIT,D,35.8,56.0,38.3,,28.5,84.0,92.2,40.7,9.5,27.6,81.5,44.9,34.6,62.1,22.2,157,108,151,,124.0,40,20,145,221,150,46,134,160,93,190,243,105,172,Third Pair,68.0,1132.9166666666667,5.0,12.0,17.0,3.7655038559640683,52.38095238095239,52.32265749573565,8476467,D,79.0,252.0,1992-12-21,CAN,2011.0,1.0,14.0,L,24,"[None, 35, None, 41, 36]","[None, 39, None, 43, 65]","[None, 26, None, 43, 36]","[None, 'DAL', None, 'DAL', 'PIT']"
2017-2018,Jan Rutta,CHI,D,32.5,59.3,18.1,,8.1,84.8,83.1,42.8,58.4,57.6,12.3,62.1,54.7,19.8,57.6,165,100,200,,159.0,38,42,140,102,82,214,92,111,196,104,243,105,172,Second Pair,57.0,1097.5,6.0,14.0,20.0,3.2355535641679056,48.23529411764706,47.044147588533335,8480172,D,75.0,204.0,1990-07-29,CZE,,,,R,27,"[None, None, None, None, 31]","[None, None, None, None, 58]","[None, None, None, None, 19]","[None, None, None, None, 'CHI']"
2017-2018,Jared Spurgeon,MIN,D,99.6,90.5,96.7,93.3,66.9,74.1,76.1,74.9,80.7,90.9,16.5,47.3,32.9,100.0,86.8,2,24,9,8.0,58.0,64,59,62,48,20,204,128,164,1,33,243,105,172,First Pair,61.0,1497.2833333333333,9.0,28.0,37.0,8.08389055229998,42.68292682926829,58.29867781161408,8474716,D,69.0,166.0,1989-11-29,CAN,2008.0,6.0,156.0,R,27,"[90, 98, 93, 100, 97]","[78, 90, 77, 92, 89]","[87, 86, 89, 95, 96]","['MIN', 'MIN', 'MIN', 'MIN', 'MIN']"
2017-2018,Jason Demers,ARI,D,81.9,72.0,94.2,6.7,90.7,92.6,84.0,56.0,41.6,9.9,32.5,26.7,23.9,28.8,77.8,45,69,15,99.0,17.0,19,40,108,143,191,165,178,186,174,55,243,105,172,Second Pair,69.0,1458.3833333333334,6.0,14.0,20.0,4.725630372109509,49.01960784313725,51.625744877750016,8474218,D,73.0,195.0,1988-06-09,CAN,2008.0,7.0,186.0,R,29,"[88, 80, 73, 70, 88]","[88, 76, 87, 51, 76]","[47, 87, 79, 86, 96]","['SJS', 'DAL', 'DAL', 'FLA', 'ARI']"
2017-2018,Jay Bouwmeester,STL,D,12.8,5.3,54.7,,67.4,12.8,33.7,31.7,37.0,34.2,25.5,15.2,80.2,97.1,92.2,213,231,111,,57.0,213,162,167,154,135,182,206,49,8,20,243,105,172,Second Pair,35.0,704.7833333333333,2.0,5.0,7.0,1.5281358157186182,54.761904761904766,47.04401022367215,8470151,D,76.0,206.0,1983-09-27,CAN,2002.0,1.0,3.0,L,33,"[68, 53, 21, 5, 25]","[29, 64, 18, 3, 11]","[85, 77, 53, 70, 39]","['STL', 'STL', 'STL', 'STL', 'STL']"
2017-2018,Jeff Petry,MTL,D,94.2,92.6,85.6,11.4,69.2,65.4,80.2,89.7,51.4,53.5,74.9,40.7,11.5,42.0,59.3,15,19,36,94.0,54.0,85,49,26,119,88,62,144,216,142,100,243,105,172,First Pair,82.0,1926.5833333333333,12.0,30.0,42.0,9.441026396365334,44.62809917355372,52.882529167900735,8473507,D,75.0,208.0,1987-12-09,USA,2006.0,2.0,45.0,R,29,"[60, 22, 64, 90, 95]","[86, 27, 72, 94, 95]","[39, 55, 71, 85, 88]","['EDM', 'MTL', 'MTL', 'MTL', 'MTL']"
2017-2018,Joakim Ryan,SJS,D,65.4,63.0,60.5,,,39.9,56.0,67.5,12.3,57.6,18.5,82.7,60.1,61.3,17.7,85,91,97,,,147,108,80,214,82,199,43,98,95,201,243,105,172,Third Pair,62.0,1038.5833333333333,3.0,9.0,12.0,3.5110860635485484,55.223880597014926,53.97243661257266,8477046,D,71.0,185.0,1993-06-17,USA,2012.0,7.0,198.0,L,24,"[None, None, None, None, 63]","[None, None, None, None, 62]","[None, None, None, None, 63]","[None, None, None, None, 'SJS']"
2017-2018,Joe Morrow,WPG,D,52.7,71.6,33.7,,,81.9,81.5,51.4,8.6,44.0,51.9,77.4,30.9,37.0,21.4,116,70,162,,,45,46,119,223,111,118,56,169,154,192,243,105,172,Third Pair,56.0,937.05,6.0,10.0,16.0,3.3801619245276724,48.07692307692308,51.387966111643365,8476476,D,72.0,196.0,1992-12-09,CAN,2011.0,1.0,23.0,L,24,"[None, None, 65, None, 47]","[None, None, 56, None, 74]","[None, None, 47, None, 27]","[None, None, 'BOS', None, 'WPG']"
2017-2018,Joel Edmundson,STL,D,8.2,31.3,9.5,,75.6,72.8,73.3,71.2,40.3,24.7,63.8,58.4,39.5,94.7,51.0,224,168,221,,43.0,67,66,71,146,157,89,101,148,14,120,243,105,172,Second Pair,69.0,1431.0833333333333,7.0,10.0,17.0,5.7066357805546115,47.31182795698925,51.14442793333382,8476441,D,77.0,220.0,1993-06-28,CAN,2011.0,2.0,46.0,L,24,"[None, None, 17, 6, 17]","[None, None, 69, 14, 43]","[None, None, 23, 11, 7]","[None, None, 'STL', 'STL', 'STL']"
2017-2018,John Carlson,WSH,D,79.8,95.9,14.8,92.4,6.4,69.5,93.8,98.4,86.0,44.9,7.0,43.6,83.5,33.3,68.7,50,11,208,9.0,162.0,75,16,5,35,109,227,137,41,163,77,243,105,172,First Pair,82.0,2032.1,15.0,53.0,68.0,13.640820009439771,51.63934426229508,48.26976286687244,8474590,D,75.0,220.0,1990-01-10,USA,2008.0,1.0,27.0,R,27,"[80, 84, 86, 85, 65]","[84, 93, 86, 93, 96]","[15, 70, 58, 17, 11]","['WSH', 'WSH', 'WSH', 'WSH', 'WSH']"
2017-2018,John Gilmour,NYR,D,29.6,65.0,30.5,50.5,,7.4,3.5,99.6,18.9,23.3,38.3,93.8,10.7,9.5,19.3,172,86,170,53.0,,226,228,2,198,160,151,16,218,221,197,243,105,172,Third Pair,28.0,480.93333333333334,2.0,3.0,5.0,3.1568370256465137,42.10526315789473,48.682740784670486,8477337,D,72.0,188.0,1993-05-17,CAN,2013.0,7.0,198.0,L,24,"[None, None, None, None, 29]","[None, None, None, None, 64]","[None, None, None, None, 30]","[None, None, None, None, 'NYR']"
2017-2018,John Klingberg,DAL,D,88.1,96.7,14.0,99.0,70.9,20.2,57.2,78.6,99.6,55.1,25.1,46.1,86.4,85.2,82.3,30,9,210,2.0,51.0,195,105,53,2,84,183,131,34,37,44,243,105,172,First Pair,82.0,1974.1166666666663,8.0,59.0,67.0,10.32859856427354,58.55855855855856,54.880876030972104,8475906,D,74.0,185.0,1992-08-14,SWE,2010.0,5.0,131.0,R,25,"[None, 73, 72, 77, 94]","[None, 78, 96, 85, 98]","[None, 26, 14, 14, 18]","[None, 'DAL', 'DAL', 'DAL', 'DAL']"
2017-2018,John Moore,NJD,D,0.8,25.1,1.2,,19.8,90.1,89.7,66.7,21.4,14.4,55.6,64.6,53.1,26.7,62.6,242,183,241,,139.0,25,26,82,192,181,109,86,115,179,92,243,105,172,Second Pair,81.0,1620.75,7.0,11.0,18.0,6.274864925675551,49.122807017543856,45.99081831920787,8475186,D,75.0,207.0,1990-11-19,USA,2009.0,1.0,21.0,L,26,"[31, 34, 4, 12, 0]","[56, 51, 43, 29, 23]","[8, 11, 2, 3, 1]","['NYR', 'ARI', 'NJD', 'NJD', 'NJD']"
2017-2018,Johnny Boychuk,NYI,D,70.8,63.8,65.4,,75.0,70.8,77.0,84.0,82.3,65.8,78.2,60.1,65.4,17.3,70.4,72,89,85,,44.0,72,57,40,44,66,54,97,85,202,73,243,105,172,Second Pair,58.0,1171.1333333333332,6.0,12.0,18.0,4.533075331545683,45.744680851063826,45.113228422933496,8470187,D,74.0,227.0,1984-01-19,CAN,2002.0,2.0,61.0,R,33,"[96, 96, 89, 79, 50]","[96, 98, 68, 82, 39]","[97, 71, 80, 62, 60]","['BOS', 'NYI', 'NYI', 'NYI', 'NYI']"
2017-2018,Johnny Oduya,PHI,D,17.7,9.1,63.0,,10.5,78.2,75.7,22.2,24.7,29.2,31.7,11.1,31.3,39.9,75.3,201,222,91,,155.0,54,60,190,184,146,167,216,168,147,61,243,105,172,Third Pair,52.0,889.7166666666667,4.0,4.0,8.0,2.085277702846437,50.84745762711864,45.99531942706705,8469665,D,72.0,191.0,1981-10-01,SWE,2001.0,7.0,221.0,L,35,"[25, 56, 46, 24, 15]","[18, 36, 4, 21, 6]","[71, 63, 65, 51, 67]","['CHI', 'CHI', 'DAL', 'CHI', 'PHI']"
2017-2018,Jon Merrill,VGK,D,19.3,18.1,57.6,,,47.3,22.6,4.1,1.6,18.9,58.8,36.6,51.9,44.9,20.2,197,200,104,,,129,189,234,240,170,101,154,118,135,195,243,105,172,Third Pair,34.0,546.9166666666666,1.0,2.0,3.0,0.7744276960544471,60.0,52.043916654523514,8475750,D,75.0,204.0,1992-02-03,USA,2010.0,2.0,38.0,L,25,"[50, 18, 29, 20, 20]","[65, 8, 29, 13, 20]","[30, 27, 50, 62, 53]","['NJD', 'NJD', 'NJD', 'NJD', 'VGK']"
2017-2018,Jonas Brodin,MIN,D,80.7,4.9,98.4,29.5,45.3,86.8,56.4,7.4,67.1,61.7,4.9,14.0,92.6,83.1,70.8,48,232,5,75.0,95.0,33,107,226,81,76,232,209,19,42,72,243,105,172,Second Pair,73.0,1577.1166666666666,6.0,15.0,21.0,2.9073168756970373,57.65765765765766,51.18927737841771,8476463,D,74.0,196.0,1993-07-12,SWE,2011.0,1.0,10.0,L,24,"[63, 85, 49, 83, 81]","[0, 4, 1, 7, 4]","[96, 99, 93, 97, 97]","['MIN', 'MIN', 'MIN', 'MIN', 'MIN']"
2017-2018,Jonathan Ericsson,DET,D,10.7,53.1,41.2,,2.3,62.6,29.2,10.3,47.7,8.6,53.5,8.2,64.2,29.6,87.2,218,115,144,,169.0,92,173,219,128,194,114,223,88,172,32,243,105,172,Second Pair,81.0,1563.9833333333331,3.0,10.0,13.0,2.707287494574364,44.95412844036697,48.11229925688881,8470318,D,76.0,218.0,1984-03-02,SWE,2002.0,9.0,291.0,L,33,"[46, 17, 33, 17, 8]","[44, 46, 61, 38, 55]","[59, 51, 50, 35, 45]","['DET', 'DET', 'DET', 'DET', 'DET']"
2017-2018,Jordan Oesterle,CHI,D,67.9,52.3,49.8,55.2,,47.7,37.4,61.3,63.0,92.6,52.3,55.1,10.3,34.2,67.1,79,117,123,48.0,,128,153,95,91,16,117,109,219,161,81,243,105,172,Second Pair,55.0,1128.35,5.0,10.0,15.0,4.283627590766446,43.02325581395349,49.80812298243299,8477851,D,72.0,181.0,1992-06-25,USA,,,,L,25,"[None, None, 55, None, 68]","[None, None, 46, None, 50]","[None, None, 35, None, 52]","[None, None, 'EDM', None, 'CHI']"
2017-2018,Jordie Benn,MTL,D,67.1,45.3,77.8,,22.1,85.2,53.5,11.9,45.3,42.8,48.6,42.4,14.0,40.3,47.3,81,134,55,,135.0,37,114,215,134,114,126,140,210,146,129,243,105,172,Second Pair,77.0,1460.7833333333333,4.0,11.0,15.0,2.8429343360035144,41.891891891891895,49.92689121156273,8474818,D,74.0,201.0,1987-07-26,CAN,,,,L,30,"[69, 81, 70, 79, 48]","[55, 86, 47, 76, 19]","[84, 91, 74, 65, 84]","['DAL', 'DAL', 'DAL', 'MTL', 'MTL']"
2017-2018,Josh Gorges,BUF,D,41.6,2.9,86.4,,90.1,49.0,7.4,0.8,10.3,33.3,87.2,16.0,46.5,18.9,43.2,143,237,34,,18.0,125,226,242,219,137,32,204,131,198,139,243,105,172,Third Pair,34.0,507.96666666666664,0.0,2.0,2.0,0.4185509657757169,42.857142857142854,45.97526358743186,8470324,D,73.0,204.0,1984-08-14,CAN,,,,L,33,"[78, 32, 26, 49, 43]","[7, 4, 2, 1, 7]","[88, 75, 91, 93, 72]","['MTL', 'BUF', 'BUF', 'BUF', 'BUF']"
2017-2018,Josh Manson,ANA,D,78.2,85.6,88.1,,7.0,65.0,74.9,82.3,86.4,10.3,79.4,24.7,86.0,96.7,77.0,54,36,30,,161.0,86,62,44,34,190,51,183,35,9,57,243,105,172,Second Pair,80.0,1628.2833333333333,7.0,30.0,37.0,6.068099471548367,63.30275229357798,52.546498045478494,8476312,D,75.0,218.0,1991-10-07,USA,2011.0,6.0,160.0,R,25,"[None, 23, 83, 73, 77]","[None, 59, 57, 85, 85]","[None, 42, 90, 87, 82]","[None, 'ANA', 'ANA', 'ANA', 'ANA']"
2017-2018,Josh Morrissey,WPG,D,62.1,42.8,81.1,,66.3,96.3,82.7,22.6,61.3,12.3,60.9,44.0,48.1,93.8,80.7,93,140,47,,59.0,10,43,189,95,186,96,136,127,16,48,243,105,172,Second Pair,81.0,1656.7166666666667,7.0,19.0,26.0,4.229428810712929,53.333333333333336,54.459520098877775,8477504,D,72.0,195.0,1995-03-28,CAN,2013.0,1.0,13.0,L,22,"[None, None, None, 59, 65]","[None, None, None, 44, 49]","[None, None, None, 69, 86]","[None, None, None, 'WPG', 'WPG']"
2017-2018,Julius Honka,DAL,D,57.6,36.6,58.8,47.6,,49.4,32.1,23.5,5.3,74.7,42.4,88.9,38.7,42.4,2.1,104,155,101,56.0,,124,166,187,231,51,141,28,150,141,239,243,105,172,Third Pair,42.0,546.3833333333333,1.0,3.0,4.0,1.518934305212567,51.72413793103448,51.94277126398178,8477945,D,71.0,180.0,1995-12-03,FIN,2014.0,1.0,14.0,R,21,"[None, None, None, None, 57]","[None, None, None, None, 34]","[None, None, None, None, 60]","[None, None, None, None, 'DAL']"
2017-2018,Justin Braun,SJS,D,24.7,3.7,90.9,,5.2,89.7,54.7,19.8,81.5,19.8,63.4,2.5,38.3,97.9,97.1,184,235,23,,164.0,26,111,196,46,168,90,237,151,6,8,243,105,172,Second Pair,81.0,1727.6,5.0,28.0,33.0,3.572902299431676,47.863247863247864,47.35850829759326,8474027,D,74.0,205.0,1987-02-10,USA,2007.0,7.0,201.0,R,30,"[95, 66, 83, 45, 7]","[91, 30, 65, 4, 2]","[93, 82, 95, 96, 64]","['SJS', 'SJS', 'SJS', 'SJS', 'SJS']"
2017-2018,Justin Falk,BUF,D,17.3,11.1,34.2,,62.2,36.6,9.5,5.8,12.8,53.1,90.9,14.8,7.4,30.5,32.9,202,217,161,,66.0,155,221,230,213,89,23,207,226,170,164,243,105,172,Third Pair,46.0,740.0666666666667,1.0,1.0,2.0,1.0710118615339896,31.11111111111111,42.37322492339189,8473992,D,77.0,223.0,1988-10-11,CAN,2007.0,4.0,110.0,L,28,"[None, None, 48, 13, 21]","[None, None, 23, 16, 8]","[None, None, 26, 41, 28]","[None, None, 'CBJ', 'BUF', 'BUF']"
2017-2018,Justin Faulk,CAR,D,61.3,94.2,2.9,89.5,,94.7,94.2,95.1,7.4,25.1,47.3,81.5,4.1,80.7,63.0,95,15,237,12.0,,14,15,13,226,156,129,46,234,48,91,243,105,172,First Pair,76.0,1692.35,8.0,23.0,31.0,12.411385270761404,43.75,51.40778180357006,8475753,D,72.0,208.0,1992-03-20,USA,2010.0,2.0,37.0,R,25,"[7, 48, 45, 78, 50]","[52, 95, 87, 96, 92]","[3, 2, 1, 1, 8]","['CAR', 'CAR', 'CAR', 'CAR', 'CAR']"
2017-2018,Justin Schultz,PIT,D,27.6,67.5,6.2,67.6,,49.8,58.8,76.1,77.4,61.3,37.0,56.8,89.3,92.2,36.6,177,80,229,35.0,,123,101,59,56,77,154,105,27,20,155,243,105,172,Second Pair,63.0,1229.3166666666666,4.0,23.0,27.0,5.934021797761276,58.24175824175825,50.35972953835246,8474602,D,74.0,190.0,1990-07-06,CAN,2008.0,2.0,43.0,R,27,"[12, 13, 15, 55, 21]","[56, 68, 41, 86, 56]","[1, 1, 6, 9, 9]","['EDM', 'EDM', 'PIT', 'PIT', 'PIT']"
2017-2018,Karl Alzner,MTL,D,58.8,0.4,95.9,,96.5,18.1,13.6,8.6,33.7,40.7,66.7,16.5,71.6,84.8,91.8,101,243,11,,7.0,200,211,223,162,119,82,203,70,38,21,243,105,172,Second Pair,82.0,1646.6,1.0,11.0,12.0,2.2285393821287505,46.0,50.45927185417363,8473991,D,75.0,213.0,1988-09-24,CAN,2007.0,1.0,5.0,L,28,"[73, 74, 80, 44, 58]","[6, 7, 38, 1, 0]","[95, 94, 95, 85, 97]","['WSH', 'WSH', 'WSH', 'WSH', 'MTL']"
2017-2018,Keith Yandle,FLA,D,14.0,86.8,0.4,97.1,20.9,74.5,62.1,48.1,88.9,43.2,0.4,45.3,78.6,73.3,79.4,210,33,243,4.0,137.0,63,93,127,28,113,243,133,53,66,51,243,105,172,First Pair,82.0,2008.1,8.0,48.0,56.0,8.146233298660484,52.67175572519084,48.696224722822414,8471735,D,73.0,192.0,1986-09-09,USA,2005.0,4.0,105.0,L,30,"[17, 25, 11, 10, 26]","[92, 91, 88, 74, 88]","[1, 0, 0, 0, 0]","['PHX', 'NYR', 'NYR', 'FLA', 'FLA']"
2017-2018,Kevan Miller,BOS,D,70.0,24.3,90.5,,88.4,51.4,34.2,13.2,53.1,28.0,95.1,48.1,21.4,77.8,24.7,74,185,24,,21.0,119,161,212,115,149,13,126,192,55,184,243,105,172,Second Pair,68.0,1323.2,1.0,15.0,16.0,2.6156766024818183,53.086419753086425,56.47165246739746,8476191,D,74.0,210.0,1987-11-15,USA,,,,R,29,"[57, 63, 73, 60, 74]","[17, 28, 8, 22, 36]","[65, 73, 87, 75, 93]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2017-2018,Kevin Bieksa,ANA,D,0.4,8.6,2.5,,9.3,4.1,8.2,44.0,7.8,30.5,76.1,49.0,25.5,71.6,39.9,243,223,238,,157.0,234,224,137,225,143,59,124,182,70,147,243,105,172,Second Pair,59.0,1063.1,0.0,8.0,8.0,2.7687526588376348,37.03703703703704,46.59147942945449,8469598,D,73.0,197.0,1981-06-16,CAN,2001.0,5.0,151.0,R,36,"[20, 10, 1, 1, 1]","[77, 80, 69, 3, 14]","[5, 6, 1, 2, 3]","['VAN', 'VAN', 'ANA', 'ANA', 'ANA']"
2017-2018,Kevin Connauton,ARI,D,30.9,55.6,9.1,,,97.5,95.5,56.8,16.5,49.8,81.1,25.9,90.9,1.2,32.5,169,109,222,,,7,12,106,204,97,47,180,23,241,165,243,105,172,Third Pair,73.0,1107.8666666666666,11.0,10.0,21.0,4.457344173383603,52.5,43.78856336165644,8475246,D,74.0,205.0,1990-02-23,CAN,2009.0,3.0,83.0,L,27,"[44, 15, 22, 30, 34]","[59, 78, 72, 57, 48]","[24, 3, 3, 24, 7]","['DAL', 'CBJ', 'ARI', 'ARI', 'ARI']"
2017-2018,Kevin Shattenkirk,NYR,D,49.0,58.8,71.6,70.5,,63.8,43.6,53.1,68.3,4.5,46.1,96.7,12.8,50.6,44.0,125,101,70,32.0,,89,138,115,78,204,132,9,213,121,137,243,105,172,Second Pair,46.0,932.5166666666668,5.0,18.0,23.0,5.622191835483769,40.98360655737705,45.7095657437536,8474031,D,72.0,203.0,1989-01-29,USA,2007.0,1.0,14.0,R,28,"[86, 87, 77, 78, 17]","[81, 87, 65, 79, 34]","[86, 78, 80, 89, 37]","['STL', 'STL', 'STL', 'WSH', 'NYR']"
2017-2018,Klas Dahlbeck,CAR,D,4.5,14.4,19.3,,63.4,34.6,18.9,43.2,19.8,12.8,92.2,87.7,8.6,51.4,10.7,233,209,197,,64.0,160,198,139,196,185,20,31,223,119,218,243,105,172,Third Pair,33.0,540.0333333333333,1.0,4.0,5.0,1.2619899766912563,41.02564102564102,45.46122681885707,8476403,D,75.0,207.0,1991-07-06,SWE,2011.0,3.0,79.0,L,26,"[None, 38, 6, 4, 9]","[None, 43, 10, 22, 11]","[None, 32, 24, 16, 22]","[None, 'ARI', 'ARI', 'CAR', 'CAR']"
2017-2018,Kris Letang,PIT,D,87.2,93.0,81.9,48.6,76.2,5.3,58.0,92.2,37.4,22.6,49.0,54.3,3.3,98.4,86.4,32,18,45,55.0,42.0,231,103,20,153,161,125,111,236,5,34,243,105,172,First Pair,79.0,2000.9666666666667,9.0,42.0,51.0,10.107862367127435,41.66666666666667,55.643026745183064,8471724,D,72.0,199.0,1987-04-24,CAN,2005.0,3.0,62.0,R,30,"[75, 84, 79, 80, 90]","[54, 96, 90, 87, 96]","[52, 68, 74, 55, 90]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2017-2018,Kris Russell,EDM,D,63.0,7.4,63.8,,68.0,29.6,31.7,32.1,44.0,99.2,38.7,39.5,44.9,71.2,66.3,91,226,89,,56.0,172,167,166,137,3,150,147,135,71,83,243,105,172,Second Pair,78.0,1487.3333333333333,4.0,17.0,21.0,4.02428189947077,44.66019417475729,49.74032563823819,8471729,D,70.0,170.0,1987-05-02,CAN,2005.0,3.0,67.0,L,30,"[61, 64, 37, 45, 76]","[23, 13, 10, 3, 23]","[65, 69, 63, 71, 58]","['CGY', 'CGY', 'DAL', 'EDM', 'EDM']"
2017-2018,Kurtis MacDermid,LAK,D,11.9,32.9,30.0,,,53.5,45.7,38.3,24.3,9.1,99.6,73.3,62.6,20.6,12.3,215,164,171,,,114,133,151,185,193,2,66,92,194,214,243,105,172,Fringe,34.0,394.5333333333333,1.0,3.0,4.0,1.0960381775723114,45.83333333333333,40.925428010626334,8477073,L,77.0,233.0,1994-03-25,CAN,,,,L,23,"[None, None, None, None, 14]","[None, None, None, None, 31]","[None, None, None, None, 30]","[None, None, None, None, 'LAK']"
2017-2018,Luca Sbisa,VGK,D,3.3,7.8,7.0,,3.5,44.9,52.3,14.4,83.1,52.7,75.3,14.4,96.3,31.3,81.9,236,225,227,,167.0,135,117,209,42,90,61,208,10,168,45,243,105,172,Second Pair,30.0,585.6166666666667,2.0,12.0,14.0,1.0508013159822278,56.09756097560976,47.28809681134737,8474579,D,75.0,206.0,1990-01-30,ITA,2008.0,1.0,19.0,L,27,"[9, 7, 8, 0, 14]","[20, 7, 15, 2, 26]","[16, 3, 5, 6, 12]","['ANA', 'VAN', 'VAN', 'VAN', 'VGK']"
2017-2018,Luke Schenn,ARI,D,4.1,9.5,9.9,,31.4,17.3,14.0,17.3,6.6,46.9,99.2,6.6,22.2,6.2,57.2,234,221,220,,119.0,202,210,202,228,104,3,227,190,229,105,243,105,172,Third Pair,64.0,1048.6,1.0,6.0,7.0,2.2365550880484757,36.84210526315789,43.070129083504845,8474568,D,74.0,225.0,1989-11-02,CAN,2008.0,1.0,5.0,R,27,"[8, 38, 5, 2, 14]","[18, 31, 11, 14, 9]","[3, 12, 11, 5, 20]","['PHI', 'PHI', 'LAK', 'ARI', 'ARI']"
2017-2018,MacKenzie Weegar,FLA,D,72.0,69.1,65.8,,,48.1,37.9,32.5,18.5,57.6,86.0,70.2,71.2,18.1,1.2,69,76,84,,,127,152,165,199,82,35,73,71,200,241,243,105,172,Third Pair,60.0,874.3333333333334,2.0,6.0,8.0,2.2473693220652486,56.81818181818182,53.446512000013655,8477346,D,72.0,206.0,1994-01-07,CAN,2013.0,7.0,206.0,R,23,"[None, None, None, None, 72]","[None, None, None, None, 70]","[None, None, None, None, 68]","[None, None, None, None, 'FLA']"
2017-2018,Madison Bowey,WSH,D,5.3,17.3,20.6,,,8.2,3.5,78.2,56.8,23.3,53.1,69.1,59.3,2.1,13.6,231,202,194,,,224,228,54,106,160,115,75,100,239,211,243,105,172,Third Pair,51.0,699.3833333333333,0.0,12.0,12.0,2.565901355862803,45.45454545454545,40.425785897350224,8477474,D,73.0,207.0,1995-04-22,CAN,2013.0,2.0,53.0,R,22,"[None, None, None, None, 5]","[None, None, None, None, 17]","[None, None, None, None, 23]","[None, None, None, None, 'WSH']"
