Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2015-2016,Klas Dahlbeck,ARI,D,191.0,169.0,,152.0,219.0,218.0,169.0,157.0,172.0,185.0,176.0,14.0,,177.0,Third Pair,71,1117.0333333333,2,2,24,1991-07-06,SWE,SWE,75,207,2011,3,18,79,8476403.0,https://assets.nhle.com/mugs/nhl/20152016/ARI/8476403.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2015-2016,Korbinian Holzer,ANA,D,75.0,186.0,,162.0,126.0,205.0,200.0,225.0,209.0,45.0,112.0,11.0,,210.0,Third Pair,29,427.86666666667,0,3,27,1988-02-16,DEU,DEU,75,213,2006,4,18,111,8473560.0,https://assets.nhle.com/mugs/nhl/20152016/ANA/8473560.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2015-2016,Kris Letang,PIT,D,12.0,59.0,9.0,94.0,11.0,67.0,12.0,5.0,57.0,11.0,107.0,103.0,,3.0,First Pair,71,1913.1,16,23,28,1987-04-24,CAN,CAN,72,201,2005,3,1,62,8471724.0,https://assets.nhle.com/mugs/nhl/20152016/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2015-2016,Kris Russell,CGY,D,186.0,21.0,53.0,118.0,178.0,216.0,160.0,116.0,50.0,105.0,18.0,205.0,,19.0,First Pair,62,1430.7,4,7,28,1987-05-02,CAN,CAN,70,170,2005,3,6,67,8471729.0,https://assets.nhle.com/mugs/nhl/20152016/CGY/8471729.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2015-2016,Kris Russell,DAL,D,186.0,21.0,53.0,118.0,178.0,216.0,160.0,116.0,50.0,105.0,18.0,205.0,,19.0,First Pair,62,1430.7,4,7,28,1987-05-02,CAN,CAN,70,170,2005,3,6,67,8471729.0,https://assets.nhle.com/mugs/nhl/20152016/DAL/8471729.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2015-2016,Kyle Quincey,DET,D,127.0,123.0,,10.0,129.0,64.0,133.0,99.0,86.0,164.0,213.0,116.0,,127.0,Second Pair,47,928.88333333333,4,0,30,1985-08-12,CAN,CAN,74,210,2003,4,31,132,8470724.0,https://assets.nhle.com/mugs/nhl/20152016/DET/8470724.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2015-2016,Ladislav Smid,CGY,D,220.0,35.0,,167.0,142.0,195.0,210.0,224.0,55.0,230.0,82.0,21.0,,221.0,Fringe,22,254.88333333333,0,0,29,1986-02-01,CZE,CZE,76,210,2004,1,9,9,8471222.0,https://assets.nhle.com/mugs/nhl/20152016/CGY/8471222.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2015-2016,Luca Sbisa,VAN,D,193.0,203.0,,130.0,165.0,220.0,192.0,167.0,81.0,183.0,104.0,37.0,,165.0,Third Pair,41,712.38333333333,2,3,25,1990-01-30,ITA,CHE,74,206,2008,1,19,19,8474579.0,https://assets.nhle.com/mugs/nhl/20152016/VAN/8474579.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2015-2016,Luke Schenn,LAK,D,99.0,153.0,,20.0,119.0,137.0,144.0,138.0,65.0,141.0,121.0,5.0,,132.0,Third Pair,72,1265.1333333333,4,3,25,1989-11-02,CAN,CAN,74,225,2008,1,5,5,8474568.0,https://assets.nhle.com/mugs/nhl/20152016/LAK/8474568.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2015-2016,Luke Schenn,PHI,D,99.0,153.0,,20.0,119.0,137.0,144.0,138.0,65.0,141.0,121.0,5.0,,132.0,Third Pair,72,1265.1333333333,4,3,25,1989-11-02,CAN,CAN,74,225,2008,1,5,5,8474568.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8474568.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2015-2016,Marc Methot,OTT,D,170.0,129.0,,97.0,100.0,85.0,175.0,173.0,125.0,195.0,146.0,66.0,,131.0,Second Pair,69,1425.4166666667,5,3,30,1985-06-21,CAN,CAN,76,230,2003,6,1,168,8470760.0,https://assets.nhle.com/mugs/nhl/20152016/OTT/8470760.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2015-2016,Marc Staal,NYR,D,163.0,193.0,,28.0,108.0,193.0,177.0,144.0,218.0,193.0,159.0,150.0,,141.0,Second Pair,77,1515.3,2,5,28,1987-01-13,CAN,CAN,76,208,2005,1,12,12,8471686.0,https://assets.nhle.com/mugs/nhl/20152016/NYR/8471686.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2015-2016,Marc-Edouard Vlasic,SJS,D,48.0,11.0,86.0,50.0,24.0,8.0,91.0,47.0,184.0,62.0,49.0,196.0,,40.0,First Pair,67,1549.7,8,13,28,1987-03-30,CAN,CAN,73,205,2005,2,5,35,8471709.0,https://assets.nhle.com/mugs/nhl/20152016/SJS/8471709.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2015-2016,Marco Scandella,MIN,D,93.0,49.0,,41.0,194.0,40.0,73.0,67.0,216.0,112.0,68.0,148.0,,74.0,Second Pair,73,1511.1,5,7,25,1990-02-23,CAN,CAN,75,212,2008,2,25,55,8474618.0,https://assets.nhle.com/mugs/nhl/20152016/MIN/8474618.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2015-2016,Marek Zidlicky,NYI,D,112.0,100.0,49.0,,77.0,93.0,124.0,43.0,25.0,61.0,187.0,140.0,,90.0,Third Pair,53,825.91666666667,4,6,38,1977-02-03,CZE,CZE,71,190,2001,6,11,176,8469623.0,https://assets.nhle.com/mugs/nhl/20152016/NYI/8469623.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2015-2016,Mark Barberio,MTL,D,32.0,111.0,,,12.0,33.0,105.0,79.0,48.0,116.0,127.0,191.0,,185.0,Third Pair,30,449.93333333333,2,2,25,1990-03-23,CAN,CAN,73,200,2008,6,1,152,8474717.0,https://assets.nhle.com/mugs/nhl/20152016/MTL/8474717.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2015-2016,Mark Borowiecki,OTT,D,223.0,162.0,,101.0,192.0,187.0,229.0,216.0,224.0,205.0,208.0,1.0,,217.0,Third Pair,63,921.5,1,1,26,1989-07-12,CAN,CAN,74,204,2008,5,18,139,8474697.0,https://assets.nhle.com/mugs/nhl/20152016/OTT/8474697.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2015-2016,Mark Fayne,EDM,D,204.0,112.0,,48.0,195.0,131.0,159.0,184.0,227.0,216.0,149.0,147.0,,176.0,Third Pair,69,1153.4666666667,2,2,28,1987-05-15,USA,USA,75,209,2005,5,30,155,8471816.0,https://assets.nhle.com/mugs/nhl/20152016/EDM/8471816.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2015-2016,Mark Giordano,CGY,D,22.0,46.0,26.0,81.0,116.0,97.0,16.0,7.0,214.0,18.0,55.0,182.0,,4.0,First Pair,82,2033.0166666667,21,17,31,1983-10-03,CAN,CAN,72,205,-,-,-,-,8470966.0,https://assets.nhle.com/mugs/nhl/20152016/CGY/8470966.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2015-2016,Mark Pysyk,BUF,D,195.0,148.0,,163.0,183.0,100.0,168.0,197.0,180.0,158.0,189.0,169.0,,191.0,Third Pair,55,874.66666666667,1,6,23,1992-01-11,CAN,CAN,73,198,2010,1,23,23,8475796.0,https://assets.nhle.com/mugs/nhl/20152016/BUF/8475796.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2015-2016,Mark Streit,PHI,D,134.0,156.0,27.0,158.0,124.0,160.0,78.0,38.0,145.0,26.0,44.0,209.0,,44.0,Second Pair,62,1356.2166666667,6,6,37,1977-12-11,CHE,CHE,71,186,2004,9,4,262,8468309.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8468309.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2015-2016,Mark Stuart,WPG,D,185.0,67.0,,87.0,113.0,111.0,213.0,200.0,96.0,194.0,206.0,16.0,,154.0,Third Pair,64,1046.4,1,0,31,1984-04-27,USA,USA,74,215,2003,1,21,21,8470614.0,https://assets.nhle.com/mugs/nhl/20152016/WPG/8470614.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2015-2016,Martin Marincin,TOR,D,157.0,188.0,,25.0,104.0,139.0,176.0,211.0,157.0,187.0,180.0,201.0,,212.0,Third Pair,65,1090.0,1,3,23,1992-02-18,SVK,SVK,77,217,2010,2,16,46,8475716.0,https://assets.nhle.com/mugs/nhl/20152016/TOR/8475716.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2015-2016,Mathew Dumba,MIN,D,115.0,141.0,73.0,,175.0,72.0,20.0,10.0,12.0,83.0,32.0,141.0,,97.0,Third Pair,81,1364.0833333333,10,11,21,1994-07-25,CAN,CAN,72,181,2012,1,7,7,8476856.0,https://assets.nhle.com/mugs/nhl/20152016/MIN/8476856.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2015-2016,Matt Bartkowski,VAN,D,146.0,226.0,,140.0,203.0,167.0,104.0,140.0,113.0,135.0,178.0,47.0,,208.0,Second Pair,80,1489.5333333333,6,5,27,1988-06-04,USA,USA,73,201,2008,7,9,190,8474749.0,https://assets.nhle.com/mugs/nhl/20152016/VAN/8474749.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2015-2016,Matt Carle,TBL,D,162.0,72.0,121.0,35.0,143.0,95.0,165.0,150.0,170.0,155.0,161.0,211.0,,120.0,Third Pair,64,1073.9,2,3,30,1984-09-25,USA,USA,72,197,2003,2,17,47,8470640.0,https://assets.nhle.com/mugs/nhl/20152016/TBL/8470640.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2015-2016,Matt Hunwick,TOR,D,78.0,218.0,,150.0,48.0,201.0,116.0,127.0,99.0,137.0,186.0,92.0,,153.0,First Pair,60,1353.8166666667,2,5,30,1985-05-21,USA,USA,71,194,2004,7,31,224,8471436.0,https://assets.nhle.com/mugs/nhl/20152016/TOR/8471436.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2015-2016,Matt Niskanen,WSH,D,85.0,63.0,16.0,128.0,98.0,25.0,86.0,107.0,192.0,56.0,165.0,88.0,,53.0,First Pair,82,2022.25,5,12,28,1986-12-06,USA,USA,73,203,2005,1,28,28,8471702.0,https://assets.nhle.com/mugs/nhl/20152016/WSH/8471702.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2015-2016,Matt Tennyson,SJS,D,107.0,202.0,,,152.0,177.0,80.0,81.0,24.0,144.0,126.0,77.0,,178.0,Fringe,29,304.8,1,1,25,1990-04-23,USA,USA,74,205,-,-,-,-,8476807.0,https://assets.nhle.com/mugs/nhl/20152016/SJS/8476807.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2015-2016,Mattias Ekholm,NSH,D,90.0,8.0,102.0,1.0,85.0,1.0,141.0,82.0,100.0,106.0,138.0,174.0,,107.0,Second Pair,82,1659.8166666667,8,12,25,1990-05-24,SWE,SWE,76,215,2009,4,11,102,8475218.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8475218.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2015-2016,Michael Del Zotto,PHI,D,65.0,107.0,66.0,122.0,101.0,156.0,70.0,70.0,132.0,74.0,70.0,48.0,,51.0,First Pair,52,1217.4666666667,4,4,25,1990-06-24,CAN,CAN,72,195,2008,1,20,20,8474584.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8474584.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2015-2016,Michael Stone,ARI,D,68.0,101.0,7.0,62.0,169.0,190.0,38.0,88.0,129.0,37.0,210.0,53.0,,39.0,First Pair,75,1684.9833333333,6,15,25,1990-06-07,CAN,CAN,75,210,2008,3,8,69,8474628.0,https://assets.nhle.com/mugs/nhl/20152016/ARI/8474628.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2015-2016,Michal Jordan,CAR,D,213.0,44.0,,,188.0,69.0,122.0,131.0,44.0,229.0,14.0,157.0,,196.0,Third Pair,36,545.9,1,0,25,1990-07-17,CZE,CZE,73,195,2008,4,14,105,8474661.0,https://assets.nhle.com/mugs/nhl/20152016/CAR/8474661.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2015-2016,Michal Rozsival,CHI,D,108.0,117.0,,,62.0,115.0,179.0,206.0,27.0,111.0,177.0,60.0,,172.0,Third Pair,51,824.18333333333,1,6,36,1978-09-03,CZE,CZE,73,210,1996,4,25,105,8465058.0,https://assets.nhle.com/mugs/nhl/20152016/CHI/8465058.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2015-2016,Mike Green,DET,D,40.0,68.0,11.0,,80.0,47.0,24.0,28.0,9.0,13.0,118.0,113.0,,35.0,Second Pair,74,1462.8666666667,7,12,29,1985-10-12,CAN,CAN,73,210,2004,1,29,29,8471242.0,https://assets.nhle.com/mugs/nhl/20152016/DET/8471242.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2015-2016,Mike Reilly,MIN,D,136.0,208.0,,,174.0,202.0,102.0,109.0,1.0,91.0,195.0,230.0,,199.0,Fringe,29,350.4,1,2,22,1993-07-13,USA,USA,73,196,2011,4,7,98,8476422.0,https://assets.nhle.com/mugs/nhl/20152016/MIN/8476422.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2015-2016,Mike Weber,BUF,D,219.0,32.0,,61.0,223.0,108.0,196.0,215.0,198.0,198.0,227.0,13.0,,160.0,Third Pair,45,696.61666666667,1,3,27,1987-12-16,USA,USA,74,188,2006,2,27,57,8473426.0,https://assets.nhle.com/mugs/nhl/20152016/BUF/8473426.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2015-2016,Mike Weber,WSH,D,219.0,32.0,,61.0,223.0,108.0,196.0,215.0,198.0,198.0,227.0,13.0,,160.0,Third Pair,45,696.61666666667,1,3,27,1987-12-16,USA,USA,74,188,2006,2,27,57,8473426.0,https://assets.nhle.com/mugs/nhl/20152016/WSH/8473426.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2015-2016,Morgan Rielly,TOR,D,52.0,219.0,51.0,157.0,71.0,210.0,43.0,59.0,186.0,95.0,36.0,159.0,,54.0,First Pair,82,1904.6166666667,9,8,21,1994-03-09,CAN,CAN,73,222,2012,1,5,5,8476853.0,https://assets.nhle.com/mugs/nhl/20152016/TOR/8476853.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2015-2016,Nate Guenin,COL,D,230.0,113.0,,159.0,230.0,208.0,228.0,226.0,30.0,221.0,62.0,123.0,,219.0,Third Pair,29,378.75,0,0,32,1982-12-10,USA,USA,75,207,2002,4,31,127,8470317.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8470317.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2015-2016,Nate Prosser,MIN,D,227.0,2.0,,13.0,217.0,49.0,218.0,217.0,221.0,215.0,169.0,151.0,,223.0,Fringe,54,614.7,0,1,29,1986-05-07,USA,USA,74,201,-,-,-,-,8475613.0,https://assets.nhle.com/mugs/nhl/20152016/MIN/8475613.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2015-2016,Nate Schmidt,WSH,D,84.0,95.0,,146.0,69.0,98.0,112.0,134.0,53.0,143.0,3.0,145.0,,166.0,Second Pair,72,1301.0166666667,2,8,24,1991-07-16,USA,USA,72,195,-,-,-,-,8477220.0,https://assets.nhle.com/mugs/nhl/20152016/WSH/8477220.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2015-2016,Nathan Beaulieu,MTL,D,122.0,163.0,108.0,,136.0,132.0,140.0,162.0,124.0,98.0,91.0,146.0,,159.0,Third Pair,64,1117.25,2,8,22,1992-12-05,CAN,CAN,74,200,2011,1,17,17,8476470.0,https://assets.nhle.com/mugs/nhl/20152016/MTL/8476470.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2015-2016,Nick Holden,COL,D,198.0,209.0,99.0,86.0,210.0,207.0,155.0,78.0,189.0,147.0,105.0,39.0,,112.0,Second Pair,82,1794.2,6,8,28,1987-05-15,CAN,CAN,76,210,-,-,-,-,8474207.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8474207.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2015-2016,Nick Leddy,NYI,D,42.0,174.0,32.0,,5.0,151.0,99.0,64.0,122.0,34.0,43.0,166.0,,64.0,First Pair,81,1832.0,5,19,24,1991-03-20,USA,USA,72,205,2009,1,16,16,8475181.0,https://assets.nhle.com/mugs/nhl/20152016/NYI/8475181.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2015-2016,Nick Schultz,PHI,D,218.0,26.0,,21.0,208.0,102.0,203.0,212.0,225.0,214.0,185.0,110.0,,138.0,Third Pair,81,1453.7166666667,1,2,33,1982-08-25,CAN,CAN,73,203,2000,2,3,33,8468513.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8468513.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2015-2016,Nicklas Grossmann,ARI,D,221.0,158.0,,57.0,213.0,162.0,215.0,160.0,212.0,202.0,157.0,43.0,,184.0,Third Pair,58,1031.5833333333,3,2,30,1985-01-22,SWE,SWE,76,230,2004,2,26,56,8471269.0,https://assets.nhle.com/mugs/nhl/20152016/ARI/8471269.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2015-2016,Nikita Nesterov,TBL,D,101.0,201.0,97.0,,73.0,124.0,62.0,58.0,21.0,160.0,203.0,50.0,,187.0,Third Pair,57,848.7,3,4,22,1993-03-28,RUS,RUS,71,191,2011,5,27,148,8476300.0,https://assets.nhle.com/mugs/nhl/20152016/TBL/8476300.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2015-2016,Nikita Zadorov,COL,D,214.0,225.0,114.0,,226.0,214.0,193.0,194.0,208.0,125.0,209.0,27.0,,214.0,Third Pair,22,372.51666666667,0,2,20,1995-04-16,RUS,RUS,78,248,2013,1,16,16,8477507.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8477507.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2015-2016,Niklas Hjalmarsson,CHI,D,173.0,38.0,,80.0,102.0,31.0,186.0,175.0,174.0,169.0,122.0,223.0,,94.0,First Pair,81,1812.6333333333,2,7,28,1987-06-06,SWE,SWE,75,197,2005,4,17,108,8471769.0,https://assets.nhle.com/mugs/nhl/20152016/CHI/8471769.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2015-2016,Niklas Kronwall,DET,D,210.0,145.0,24.0,88.0,141.0,105.0,190.0,111.0,52.0,50.0,170.0,129.0,,62.0,First Pair,64,1408.6,3,11,34,1981-01-12,SWE,SWE,72,194,2000,1,29,29,8468509.0,https://assets.nhle.com/mugs/nhl/20152016/DET/8468509.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2015-2016,Noah Hanifin,CAR,D,47.0,216.0,80.0,,109.0,215.0,58.0,98.0,70.0,19.0,134.0,162.0,,123.0,Third Pair,79,1414.4166666667,4,15,18,1997-01-25,USA,USA,75,207,2015,1,5,5,8478396.0,https://assets.nhle.com/mugs/nhl/20152016/CAR/8478396.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2015-2016,Oliver Ekman-Larsson,ARI,D,34.0,160.0,25.0,161.0,131.0,91.0,4.0,4.0,193.0,24.0,13.0,83.0,,10.0,First Pair,75,1857.7166666667,21,16,24,1991-07-17,SWE,SWE,74,200,2009,1,6,6,8475171.0,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475171.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2015-2016,Olli Määttä,PIT,D,41.0,94.0,112.0,102.0,72.0,68.0,93.0,53.0,79.0,57.0,42.0,168.0,,84.0,Second Pair,67,1337.3333333333,6,7,21,1994-08-22,FIN,FIN,74,207,2012,1,22,22,8476874.0,https://assets.nhle.com/mugs/nhl/20152016/PIT/8476874.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2015-2016,Oscar Klefbom,EDM,D,76.0,118.0,,103.0,155.0,116.0,94.0,93.0,191.0,90.0,26.0,199.0,,56.0,Second Pair,30,656.25,4,4,22,1993-07-20,SWE,SWE,75,216,2011,1,19,19,8476472.0,https://assets.nhle.com/mugs/nhl/20152016/EDM/8476472.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2015-2016,P.K. Subban,MTL,D,24.0,207.0,18.0,132.0,38.0,155.0,34.0,50.0,133.0,10.0,173.0,132.0,,11.0,First Pair,68,1792.6333333333,6,22,26,1989-05-13,CAN,CAN,72,210,2007,2,13,43,8474056.0,https://assets.nhle.com/mugs/nhl/20152016/MTL/8474056.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2015-2016,Patrick Wiercioch,OTT,D,100.0,199.0,93.0,,30.0,144.0,84.0,139.0,68.0,132.0,175.0,131.0,,164.0,Third Pair,52,901.71666666667,0,2,24,1990-09-12,CAN,CAN,77,202,2008,2,12,42,8474605.0,https://assets.nhle.com/mugs/nhl/20152016/OTT/8474605.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2015-2016,Patrik Nemeth,DAL,D,92.0,131.0,,,20.0,96.0,174.0,220.0,64.0,151.0,83.0,75.0,,209.0,Third Pair,38,594.33333333333,0,3,23,1992-02-08,SWE,SWE,76,230,2010,2,11,41,8475747.0,https://assets.nhle.com/mugs/nhl/20152016/DAL/8475747.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2015-2016,Paul Martin,SJS,D,144.0,40.0,103.0,69.0,44.0,43.0,221.0,178.0,66.0,127.0,75.0,193.0,,113.0,Second Pair,78,1616.7666666667,3,7,34,1981-03-05,USA,USA,73,200,2000,2,32,62,8468542.0,https://assets.nhle.com/mugs/nhl/20152016/SJS/8468542.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2015-2016,Paul Postma,WPG,D,106.0,105.0,,,63.0,36.0,87.0,56.0,59.0,217.0,182.0,185.0,,226.0,Fringe,26,297.76666666667,2,0,26,1989-02-22,CAN,CAN,75,195,2007,7,24,205,8474074.0,https://assets.nhle.com/mugs/nhl/20152016/WPG/8474074.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2015-2016,Petter Granberg,NSH,D,226.0,75.0,,,228.0,50.0,227.0,229.0,131.0,136.0,155.0,31.0,,228.0,Third Pair,27,370.43333333333,0,2,23,1992-08-27,SWE,SWE,75,200,2010,4,26,116,8475774.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8475774.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2015-2016,Radko Gudas,PHI,D,16.0,60.0,,138.0,41.0,138.0,17.0,102.0,118.0,138.0,221.0,2.0,,61.0,Second Pair,76,1508.15,5,5,25,1990-06-05,CZE,CZE,72,208,2010,3,6,66,8475462.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8475462.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2015-2016,Rasmus Ristolainen,BUF,D,184.0,210.0,84.0,136.0,225.0,219.0,54.0,71.0,220.0,99.0,15.0,98.0,,46.0,First Pair,82,2073.0166666667,9,15,20,1994-10-27,FIN,FIN,76,221,2013,1,8,8,8477499.0,https://assets.nhle.com/mugs/nhl/20152016/BUF/8477499.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2015-2016,Rob Scuderi,CHI,D,212.0,85.0,,99.0,181.0,74.0,225.0,228.0,39.0,162.0,24.0,208.0,,218.0,Third Pair,63,996.03333333333,0,5,36,1978-12-30,USA,USA,73,216,1998,5,20,134,8467452.0,https://assets.nhle.com/mugs/nhl/20152016/CHI/8467452.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2015-2016,Rob Scuderi,LAK,D,212.0,85.0,,99.0,181.0,74.0,225.0,228.0,39.0,162.0,24.0,208.0,,218.0,Third Pair,63,996.03333333333,0,5,36,1978-12-30,USA,USA,73,216,1998,5,20,134,8467452.0,https://assets.nhle.com/mugs/nhl/20152016/LAK/8467452.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2015-2016,Rob Scuderi,PIT,D,212.0,85.0,,99.0,181.0,74.0,225.0,228.0,39.0,162.0,24.0,208.0,,218.0,Third Pair,63,996.03333333333,0,5,36,1978-12-30,USA,USA,73,216,1998,5,20,134,8467452.0,https://assets.nhle.com/mugs/nhl/20152016/PIT/8467452.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2015-2016,Robert Bortuzzo,STL,D,87.0,1.0,,169.0,122.0,3.0,79.0,94.0,176.0,181.0,228.0,4.0,,190.0,Third Pair,40,530.76666666667,2,0,26,1989-03-18,CAN,CAN,76,216,2007,3,17,78,8474145.0,https://assets.nhle.com/mugs/nhl/20152016/STL/8474145.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2015-2016,Roman Josi,NSH,D,20.0,14.0,17.0,29.0,106.0,48.0,36.0,20.0,136.0,4.0,38.0,215.0,,5.0,First Pair,81,2064.2166666667,14,33,25,1990-06-01,CHE,CHE,73,201,2008,2,8,38,8474600.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2015-2016,Roman Polak,SJS,D,150.0,50.0,,7.0,177.0,110.0,152.0,129.0,188.0,174.0,129.0,6.0,,101.0,Second Pair,79,1513.3833333333,1,8,29,1986-04-28,CZE,CZE,74,240,2004,6,17,180,8471392.0,https://assets.nhle.com/mugs/nhl/20152016/SJS/8471392.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2015-2016,Roman Polak,TOR,D,150.0,50.0,,7.0,177.0,110.0,152.0,129.0,188.0,174.0,129.0,6.0,,101.0,Second Pair,79,1513.3833333333,1,8,29,1986-04-28,CZE,CZE,74,240,2004,6,17,180,8471392.0,https://assets.nhle.com/mugs/nhl/20152016/TOR/8471392.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2015-2016,Ron Hainsey,CAR,D,126.0,89.0,,30.0,78.0,88.0,154.0,142.0,106.0,165.0,79.0,142.0,,124.0,First Pair,81,1808.3,5,6,34,1981-03-24,USA,USA,75,201,2000,1,13,13,8468493.0,https://assets.nhle.com/mugs/nhl/20152016/CAR/8468493.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2015-2016,Ryan Ellis,NSH,D,26.0,4.0,40.0,141.0,58.0,2.0,31.0,25.0,78.0,31.0,2.0,179.0,,52.0,Second Pair,79,1650.9833333333,10,13,24,1991-01-03,CAN,CAN,70,180,2009,1,11,11,8475176.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8475176.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2015-2016,Ryan McDonagh,NYR,D,36.0,178.0,20.0,23.0,37.0,200.0,74.0,31.0,199.0,33.0,29.0,144.0,,29.0,First Pair,73,1631.7166666667,9,16,26,1989-06-13,USA,USA,73,215,2007,1,12,12,8474151.0,https://assets.nhle.com/mugs/nhl/20152016/NYR/8474151.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
